shipment_id,date,source_node,destination_node,path,path_length,total_distance_km,planned_transit_days,actual_transit_days,delay_days,delayed,volume,value_usd,priority_level,product_category,fragility,temp_sensitive,customs_complexity_product,num_sea_legs,num_border_crossings,path_reliability,total_customs_complexity,total_handling_complexity,path_betweenness,path_pagerank,max_node_risk,weather_severity,port_congestion,supplier_reliability,supplier_quality,supplier_infra,demand_surge,is_peak_season,is_holiday,upstream_risk,month,day_of_week,quarter,week_of_year
SHP_01320,2024-05-21,SUP_028,CUS_090,SUP_028->PRT_042->PRT_043->PRT_045->WH_057->CUS_090,6,16824.16,28,36,8,1,1579,121549.86,3,Machinery,0.4,0.1,0.5,2,2,0.5859,1.455,2.072,0.024498,0.013987,0.2824,0.524,0.437,0.718,0.799,0.789,0.462,0,0,0.202,5,1,2,21
SHP_01321,2022-02-24,SUP_028,CUS_109,SUP_028->PRT_042->PRT_043->WH_063->CUS_109,5,6464.3,11,16,5,1,1000,217641.91,2,Machinery,0.4,0.1,0.5,1,1,0.6826,0.989,1.453,0.015186,0.013131,0.2824,0.535,0.568,0.718,0.799,0.789,0.301,0,0,0.103,2,3,1,8
SHP_01322,2024-06-29,SUP_028,CUS_116,SUP_028->PRT_042->PRT_043->PRT_046->WH_067->CUS_116,6,17848.33,29,34,5,1,1861,275925.51,2,Chemicals,0.5,0.6,0.8,2,2,0.5734,1.262,2.079,0.016805,0.012463,0.2824,0.887,0.792,0.718,0.799,0.789,0.524,0,0,0.158,6,5,2,26
SHP_01323,2022-05-03,SUP_030,CUS_097,SUP_030->PRT_042->PRT_043->PRT_045->WH_057->CUS_097,6,17914.75,30,35,5,1,223,43643.84,2,Pharmaceuticals,0.8,0.85,0.9,2,2,0.5824,1.619,2.316,0.024498,0.013987,0.1817,0.327,0.437,0.825,0.682,0.718,0.529,0,0,0.073,5,1,2,18
SHP_01324,2022-11-02,SUP_032,CUS_103,SUP_032->PRT_047->PRT_044->WH_061->CUS_103,5,1561.5,8,8,0,0,2682,585748.77,1,Pharmaceuticals,0.8,0.85,0.9,1,1,0.7685,1.282,1.216,0.013885,0.018038,0.1716,0.296,0.633,0.828,0.898,0.905,0.985,1,0,0.061,11,2,4,44
SHP_01325,2024-06-10,SUP_003,CUS_084,SUP_003->PRT_040->PRT_045->PRT_046->WH_057->CUS_084,6,14624.07,30,30,0,0,203,12152.34,1,Textiles,0.2,0.1,0.3,2,2,0.811,1.857,1.999,0.023911,0.013156,0.2419,0.162,0.401,0.909,0.817,0.828,0.469,0,0,0.279,6,0,2,24
SHP_01326,2022-07-25,SUP_007,CUS_123,SUP_007->PRT_040->PRT_044->PRT_047->WH_062->CUS_123,6,11776.14,24,24,0,0,2378,250545.13,2,Automotive,0.3,0.1,0.5,2,2,0.7195,1.998,2.0,0.01706,0.018835,0.2419,0.12,0.452,0.836,0.861,0.911,0.52,0,0,0.19,7,0,3,30
SHP_01327,2023-08-07,SUP_025,CUS_081,SUP_025->PRT_054->PRT_042->PRT_043->PRT_045->WH_069->CUS_081,7,18234.88,32,38,6,1,191,12463.39,3,Raw Materials,0.1,0.05,0.2,3,3,0.5447,2.438,2.876,0.022857,0.015027,0.201,0.699,0.904,0.99,0.702,0.726,0.542,0,0,0.14,8,0,3,32
SHP_01328,2022-11-20,SUP_008,CUS_089,SUP_008->PRT_054->PRT_042->PRT_043->PRT_046->WH_057->CUS_089,7,18763.26,33,40,7,1,1908,248286.42,2,Textiles,0.2,0.1,0.3,3,3,0.5893,2.304,2.439,0.016961,0.013727,0.2108,0.306,0.819,0.789,0.763,0.697,1.093,1,0,0.324,11,6,4,46
SHP_01329,2023-05-15,SUP_004,CUS_110,SUP_004->PRT_040->PRT_042->PRT_043->WH_063->CUS_110,6,11295.86,20,27,7,1,1316,164390.17,1,Automotive,0.3,0.1,0.5,2,2,0.5982,1.833,1.985,0.018886,0.014229,0.2812,0.356,0.437,0.719,0.749,0.896,0.474,0,0,0.325,5,0,2,20
SHP_01330,2022-11-17,SUP_010,CUS_091,SUP_010->PRT_054->PRT_042->PRT_043->PRT_045->WH_065->CUS_091,7,20607.47,36,41,5,1,453,82447.6,1,Electronics,0.7,0.3,0.6,3,3,0.567,2.01,2.737,0.020573,0.015788,0.201,0.542,0.612,0.968,0.657,0.648,0.903,1,0,0.167,11,3,4,46
SHP_01331,2023-04-08,SUP_000,CUS_092,SUP_000->PRT_040->PRT_045->PRT_046->WH_069->CUS_092,6,14101.84,28,33,5,1,1421,6052.65,3,Food,0.6,0.9,0.7,2,2,0.6818,2.049,1.969,0.024429,0.014052,0.3134,0.198,0.401,0.687,0.832,0.754,0.379,0,0,0.029,4,5,2,14
SHP_01332,2024-02-19,SUP_012,CUS_088,SUP_012->PRT_054->PRT_042->PRT_043->PRT_045->WH_057->CUS_088,7,20349.43,37,42,5,1,2175,178556.8,2,Textiles,0.2,0.1,0.3,3,5,0.5328,2.444,2.734,0.022413,0.015027,0.201,0.463,0.568,0.97,0.807,0.639,0.328,0,1,0.349,2,0,1,8
SHP_01333,2024-02-22,SUP_037,CUS_088,SUP_037->PRT_046->WH_069->CUS_088,4,10826.15,25,25,0,0,894,66340.7,2,Textiles,0.2,0.1,0.3,0,1,0.8173,0.68,0.955,0.010987,0.008163,0.1928,0.288,0.522,0.905,0.688,0.645,0.295,0,0,0.138,2,3,1,8
SHP_01334,2024-03-15,SUP_029,CUS_117,SUP_029->PRT_042->PRT_043->PRT_045->PRT_046->WH_069->CUS_117,7,18124.85,34,40,6,1,1070,35833.35,1,Machinery,0.4,0.1,0.5,3,3,0.4746,2.295,2.86,0.025309,0.014607,0.1928,0.334,0.437,0.937,0.785,0.724,0.325,0,0,0.31,3,4,1,11
SHP_01335,2023-09-22,SUP_007,CUS_099,SUP_007->PRT_040->PRT_044->WH_061->CUS_099,5,11262.23,19,19,0,0,2457,851913.72,1,Pharmaceuticals,0.8,0.85,0.9,1,1,0.8282,1.293,1.34,0.020757,0.018711,0.2419,0.404,0.452,0.836,0.861,0.911,0.63,0,0,0.208,9,4,3,38
SHP_01336,2023-02-18,SUP_026,CUS_089,SUP_026->PRT_054->PRT_042->PRT_043->PRT_046->WH_057->CUS_089,7,18134.03,33,40,7,1,1220,255768.93,2,Pharmaceuticals,0.8,0.85,0.9,3,3,0.5999,2.013,2.589,0.016961,0.013727,0.201,0.812,0.568,0.99,0.969,0.773,0.346,0,1,0.284,2,5,1,7
SHP_01337,2023-01-28,SUP_029,CUS_080,SUP_029->PRT_042->PRT_043->PRT_046->WH_056->CUS_080,6,18084.28,30,30,0,0,421,43392.29,2,Electronics,0.7,0.3,0.6,2,2,0.5968,1.384,1.948,0.018655,0.012301,0.1928,0.191,0.437,0.937,0.785,0.724,0.391,0,0,0.105,1,5,1,4
SHP_01338,2023-07-01,SUP_002,CUS_087,SUP_002->PRT_040->PRT_046->WH_057->CUS_087,5,14787.24,25,25,0,0,82,2799.92,3,Chemicals,0.5,0.6,0.8,1,1,0.7787,1.448,1.256,0.015646,0.010294,0.2521,0.14,0.401,0.748,0.771,0.932,0.305,0,0,0.328,7,5,3,26
SHP_01339,2022-01-15,SUP_022,CUS_110,SUP_022->PRT_043->WH_063->CUS_110,4,2078.38,5,7,2,1,418,116099.51,1,Automotive,0.3,0.1,0.5,0,2,0.7549,0.741,0.868,0.010208,0.010283,0.322,0.794,0.329,0.678,0.823,0.77,0.515,0,0,0.212,1,5,1,2
SHP_01340,2022-07-15,SUP_032,CUS_106,SUP_032->PRT_047->WH_060->CUS_106,4,1715.54,3,3,0,0,1125,81226.45,3,Electronics,0.7,0.3,0.6,0,0,0.7516,0.591,0.811,0.005085,0.011224,0.1716,0.565,0.656,0.828,0.898,0.905,0.447,0,0,0.097,7,4,3,28
SHP_01341,2023-10-04,SUP_000,CUS_091,SUP_000->PRT_040->PRT_045->PRT_046->WH_056->CUS_091,6,15090.44,31,38,7,1,1521,21268.47,1,Chemicals,0.5,0.6,0.8,2,2,0.6197,1.94,2.35,0.024429,0.014044,0.3134,0.447,0.849,0.687,0.832,0.754,0.603,1,0,0.115,10,2,4,40
SHP_01342,2023-12-12,SUP_013,CUS_106,SUP_013->PRT_053->PRT_044->WH_060->CUS_106,5,8464.78,14,14,0,0,342,42108.73,2,Automotive,0.3,0.1,0.5,1,1,0.7097,1.227,1.321,0.014525,0.01648,0.1725,0.362,0.899,0.828,0.85,0.677,0.949,1,0,0.2,12,1,4,50
SHP_01343,2022-05-13,SUP_019,CUS_087,SUP_019->PRT_043->PRT_045->WH_057->CUS_087,5,12441.1,21,21,0,0,1725,241170.72,2,Machinery,0.4,0.1,0.5,1,3,0.6965,1.416,1.495,0.022378,0.011797,0.1817,0.25,0.329,0.828,0.759,0.815,0.325,0,0,0.014,5,4,2,19
SHP_01344,2023-05-31,SUP_023,CUS_090,SUP_023->PRT_052->PRT_045->WH_057->CUS_090,5,11095.38,19,19,0,0,2909,433280.1,3,Food,0.6,0.9,0.7,1,1,0.7459,0.973,1.598,0.017157,0.010313,0.2142,0.259,0.317,0.82,0.876,0.755,0.29,0,0,0.132,5,2,2,22
SHP_01345,2022-03-08,SUP_009,CUS_110,SUP_009->PRT_041->PRT_042->PRT_043->WH_063->CUS_110,6,9760.85,18,24,6,1,1236,393824.22,2,Electronics,0.7,0.3,0.6,2,3,0.6464,1.346,1.921,0.017584,0.014623,0.2932,0.564,0.47,0.707,0.94,0.66,0.541,0,0,0.0,3,1,1,10
SHP_01346,2022-10-25,SUP_018,CUS_097,SUP_018->PRT_040->PRT_045->PRT_046->WH_057->CUS_097,6,13517.26,27,31,4,1,217,4935.5,3,Raw Materials,0.1,0.05,0.2,2,2,0.7504,1.795,1.959,0.023911,0.013075,0.2419,0.631,0.562,0.87,0.727,0.933,0.563,1,0,0.311,10,1,4,43
SHP_01347,2023-09-03,SUP_031,CUS_106,SUP_031->PRT_042->PRT_044->PRT_047->WH_060->CUS_106,6,13590.43,27,32,5,1,1667,322670.29,2,Automotive,0.3,0.1,0.5,2,2,0.5579,1.915,2.124,0.017667,0.019119,0.2163,0.664,0.452,0.784,0.8,0.68,0.681,0,0,0.247,9,6,3,35
SHP_01348,2024-06-28,SUP_026,CUS_101,SUP_026->PRT_054->PRT_042->PRT_044->PRT_047->WH_061->CUS_101,7,13307.88,30,30,0,0,1868,253562.95,2,Textiles,0.2,0.1,0.3,3,3,0.5534,2.28,2.56,0.016347,0.019797,0.201,0.487,0.452,0.99,0.969,0.773,0.3,0,0,0.112,6,4,2,26
SHP_01349,2023-05-17,SUP_020,CUS_125,SUP_020->PRT_043->WH_070->CUS_125,4,2734.09,5,5,0,0,121,15498.36,3,Automotive,0.3,0.1,0.5,0,1,0.8362,0.488,0.94,0.010043,0.013956,0.1817,0.409,0.329,0.99,0.984,0.837,0.484,0,0,0.291,5,2,2,20
SHP_01350,2022-06-18,SUP_010,CUS_127,SUP_010->PRT_054->PRT_042->PRT_043->PRT_045->WH_059->CUS_127,7,25825.49,45,52,7,1,733,228233.98,2,Pharmaceuticals,0.8,0.85,0.9,3,3,0.5243,2.256,2.89,0.021144,0.015899,0.201,0.741,0.437,0.968,0.657,0.648,0.546,0,0,0.302,6,5,2,24
SHP_01351,2022-08-22,SUP_001,CUS_084,SUP_001->PRT_041->PRT_045->PRT_046->WH_057->CUS_084,6,15920.62,32,35,3,1,124,21190.04,1,Chemicals,0.5,0.6,0.8,2,2,0.628,1.658,2.031,0.022608,0.01355,0.1928,0.403,0.47,0.823,0.757,0.874,0.288,0,0,0.34,8,0,3,34
SHP_01352,2022-08-05,SUP_007,CUS_104,SUP_007->PRT_040->PRT_044->PRT_047->WH_061->CUS_104,6,12284.78,24,27,3,1,2140,698946.65,2,Electronics,0.7,0.3,0.6,2,2,0.7699,1.854,1.794,0.017802,0.018835,0.2419,0.906,0.452,0.836,0.861,0.911,0.387,0,0,0.157,8,4,3,31
SHP_01353,2023-06-01,SUP_039,CUS_085,SUP_039->PRT_054->PRT_042->PRT_043->PRT_046->WH_069->CUS_085,7,19254.91,34,38,4,1,2841,336958.83,2,Textiles,0.2,0.1,0.3,3,5,0.6479,2.211,2.395,0.017405,0.013501,0.201,0.647,0.437,0.85,0.755,0.672,0.287,0,0,0.139,6,3,2,22
SHP_01354,2023-01-11,SUP_007,CUS_082,SUP_007->PRT_040->PRT_045->PRT_046->WH_057->CUS_082,6,14940.15,29,32,3,1,2417,318363.7,2,Electronics,0.7,0.3,0.6,2,2,0.8701,1.877,2.017,0.023911,0.013331,0.2419,0.701,0.401,0.836,0.861,0.911,0.411,0,0,0.044,1,2,1,2
SHP_01355,2024-06-16,SUP_022,CUS_117,SUP_022->PRT_052->PRT_045->PRT_046->WH_069->CUS_117,6,12408.04,25,31,6,1,1321,208606.18,1,Food,0.6,0.9,0.7,2,2,0.5552,1.738,2.131,0.019328,0.011648,0.322,0.191,0.401,0.678,0.823,0.77,0.333,0,0,0.038,6,6,2,24
SHP_01356,2023-10-01,SUP_033,CUS_101,SUP_033->PRT_047->PRT_044->WH_061->CUS_101,5,1209.4,8,8,0,0,952,394130.9,2,Electronics,0.7,0.3,0.6,1,1,0.7487,1.432,1.454,0.013885,0.018657,0.136,0.697,0.633,0.864,0.821,0.855,0.713,1,0,0.019,10,6,4,39
SHP_01357,2022-02-19,SUP_039,CUS_097,SUP_039->PRT_054->PRT_042->PRT_043->PRT_045->WH_057->CUS_097,7,19599.12,35,35,0,0,89,19891.42,3,Machinery,0.4,0.1,0.5,3,5,0.6047,2.267,2.773,0.022413,0.014957,0.201,0.34,0.568,0.85,0.755,0.672,0.351,0,1,0.18,2,5,1,7
SHP_01358,2022-02-19,SUP_001,CUS_086,SUP_001->PRT_041->PRT_045->PRT_046->WH_057->CUS_086,6,16031.84,32,40,8,1,1659,487220.29,1,Machinery,0.4,0.1,0.5,2,2,0.5617,1.783,1.869,0.022608,0.013469,0.1928,0.82,0.611,0.823,0.757,0.874,0.459,0,1,0.272,2,5,1,7
SHP_01359,2023-03-31,SUP_025,CUS_102,SUP_025->PRT_054->PRT_042->PRT_044->WH_061->CUS_102,6,13005.84,25,25,0,0,924,162094.23,3,Pharmaceuticals,0.8,0.85,0.9,2,2,0.7258,1.817,1.858,0.018566,0.019571,0.201,0.162,0.452,0.99,0.702,0.726,0.543,0,0,0.039,3,4,1,13
SHP_01360,2023-07-15,SUP_007,CUS_083,SUP_007->PRT_040->PRT_045->WH_057->CUS_083,5,14349.38,24,24,0,0,1202,238486.3,1,Food,0.6,0.9,0.7,1,1,0.9599,1.044,1.468,0.023278,0.012518,0.2419,0.147,0.302,0.836,0.861,0.911,0.283,0,0,0.239,7,5,3,28
SHP_01361,2023-12-20,SUP_028,CUS_122,SUP_028->PRT_042->PRT_049->PRT_044->PRT_047->WH_062->CUS_122,7,12962.38,25,32,7,1,1378,143074.12,1,Textiles,0.2,0.1,0.3,3,3,0.5479,2.856,2.352,0.014796,0.018355,0.2824,0.192,0.867,0.718,0.799,0.789,1.14,1,1,0.186,12,2,4,51
SHP_01362,2023-12-13,SUP_011,CUS_127,SUP_011->PRT_054->PRT_042->PRT_043->PRT_046->WH_059->CUS_127,7,26179.61,46,54,8,1,157,27564.12,1,Electronics,0.7,0.3,0.6,3,3,0.5649,2.061,2.554,0.015692,0.014519,0.2392,0.926,0.612,0.761,0.892,0.603,0.904,1,0,0.2,12,2,4,50
SHP_01363,2023-03-07,SUP_018,CUS_105,SUP_018->PRT_051->PRT_044->PRT_047->WH_060->CUS_105,6,10764.36,23,26,3,1,342,82418.7,1,Machinery,0.4,0.1,0.5,2,2,0.7726,2.32,1.848,0.012841,0.017181,0.1298,0.824,0.452,0.87,0.727,0.933,0.393,0,0,0.092,3,1,1,10
SHP_01364,2022-10-04,SUP_031,CUS_106,SUP_031->PRT_042->PRT_044->PRT_047->WH_060->CUS_106,6,13590.43,27,33,6,1,2102,51817.53,1,Textiles,0.2,0.1,0.3,2,2,0.5579,1.915,2.124,0.017667,0.019119,0.2163,0.212,0.633,0.784,0.8,0.68,0.635,1,0,0.163,10,1,4,40
SHP_01365,2024-04-30,SUP_025,CUS_108,SUP_025->PRT_054->PRT_042->PRT_044->PRT_047->WH_060->CUS_108,7,13638.97,30,36,6,1,2402,26465.84,2,Machinery,0.4,0.1,0.5,3,3,0.605,2.614,2.783,0.016559,0.019355,0.201,0.573,0.937,0.99,0.702,0.726,0.461,0,0,0.117,4,1,2,18
SHP_01366,2024-01-07,SUP_031,CUS_082,SUP_031->PRT_042->PRT_043->PRT_045->PRT_046->WH_056->CUS_082,7,18784.35,37,43,6,1,399,8417.87,2,Machinery,0.4,0.1,0.5,3,3,0.4002,2.219,3.164,0.025309,0.014623,0.2163,0.3,0.437,0.784,0.8,0.68,0.367,0,0,0.202,1,6,1,1
SHP_01367,2022-04-27,SUP_017,CUS_100,SUP_017->PRT_051->PRT_044->PRT_047->WH_060->CUS_100,6,11524.12,23,26,3,1,2900,297639.59,3,Machinery,0.4,0.1,0.5,2,2,0.6369,1.974,2.303,0.012841,0.017413,0.4582,0.348,0.452,0.542,0.773,0.873,0.513,0,0,0.087,4,2,2,17
SHP_01368,2022-07-23,SUP_030,CUS_090,SUP_030->PRT_042->PRT_043->PRT_045->PRT_046->WH_069->CUS_090,7,17746.24,34,38,4,1,1613,122863.93,2,Chemicals,0.5,0.6,0.8,3,3,0.4972,2.303,2.8,0.025309,0.014404,0.1928,0.498,0.437,0.825,0.682,0.718,0.413,0,0,0.268,7,5,3,29
SHP_01369,2024-05-01,SUP_016,CUS_090,SUP_016->PRT_050->PRT_045->PRT_046->WH_057->CUS_090,6,14580.92,29,29,0,0,1200,20921.7,2,Chemicals,0.5,0.6,0.8,2,2,0.7399,1.945,2.086,0.022025,0.013814,0.1928,0.153,0.401,0.99,0.84,0.943,0.272,0,0,0.1,5,2,2,18
SHP_01370,2023-12-22,SUP_021,CUS_119,SUP_021->PRT_043->PRT_045->PRT_046->WH_067->CUS_119,6,12987.78,27,36,9,1,393,83018.71,1,Pharmaceuticals,0.8,0.85,0.9,2,3,0.642,1.562,2.201,0.021828,0.012873,0.324,0.81,0.891,0.676,0.767,0.882,1.073,1,1,0.252,12,4,4,51
SHP_01371,2022-06-14,SUP_018,CUS_089,SUP_018->PRT_040->PRT_045->PRT_046->WH_059->CUS_089,6,15275.59,30,34,4,1,2615,145425.51,1,Electronics,0.7,0.3,0.6,2,2,0.6759,1.612,2.045,0.02243,0.013249,0.2419,0.375,0.401,0.87,0.727,0.933,0.296,0,0,0.232,6,1,2,24
SHP_01372,2023-05-24,SUP_035,CUS_090,SUP_035->PRT_046->WH_057->CUS_090,4,3972.41,8,8,0,0,2079,398795.78,2,Chemicals,0.5,0.6,0.8,0,0,0.8202,0.814,0.691,0.01021,0.008041,0.1928,0.216,0.401,0.962,0.753,0.946,0.353,0,0,0.033,5,2,2,21
SHP_01373,2022-12-05,SUP_029,CUS_089,SUP_029->PRT_042->PRT_043->PRT_045->WH_057->CUS_089,6,17053.92,28,37,9,1,2521,143223.66,1,Chemicals,0.5,0.6,0.8,2,2,0.6226,1.59,2.339,0.024498,0.014162,0.1817,0.492,0.829,0.937,0.785,0.724,1.101,1,0,0.205,12,0,4,49
SHP_01374,2022-01-14,SUP_000,CUS_087,SUP_000->PRT_040->PRT_045->WH_057->CUS_087,5,14613.82,24,29,5,1,379,53863.33,2,Machinery,0.4,0.1,0.5,1,1,0.8555,1.34,1.376,0.023278,0.012225,0.3134,0.826,0.499,0.687,0.832,0.754,0.344,0,0,0.22,1,4,1,2
SHP_01375,2024-05-05,SUP_006,CUS_095,SUP_006->PRT_041->PRT_045->WH_056->CUS_095,5,16641.57,29,34,5,1,1708,9307.53,1,Raw Materials,0.1,0.05,0.2,1,1,0.5418,0.903,1.612,0.022337,0.012689,0.4944,0.58,0.47,0.506,0.882,0.813,0.31,0,0,0.252,5,6,2,18
SHP_01376,2022-04-03,SUP_008,CUS_105,SUP_008->PRT_054->PRT_042->PRT_049->PRT_044->WH_060->CUS_105,7,13633.43,25,28,3,1,760,113108.93,2,Machinery,0.4,0.1,0.5,3,3,0.59,2.724,2.129,0.016626,0.018699,0.2697,0.404,0.763,0.789,0.763,0.697,0.301,0,0,0.1,4,6,2,13
SHP_01377,2022-09-20,SUP_005,CUS_120,SUP_005->PRT_040->PRT_044->PRT_047->WH_061->CUS_120,6,11587.19,24,28,4,1,1358,271176.22,1,Chemicals,0.5,0.6,0.8,2,2,0.7461,1.981,1.842,0.017802,0.018835,0.2419,0.518,0.452,0.799,0.759,0.827,0.816,0,0,0.22,9,1,3,38
SHP_01378,2022-10-31,SUP_027,CUS_121,SUP_027->PRT_054->PRT_042->PRT_044->PRT_047->WH_061->CUS_121,7,13783.4,30,34,4,1,1909,312890.78,1,Food,0.6,0.9,0.7,3,3,0.6416,2.558,2.5,0.016347,0.019797,0.201,0.359,1.0,0.821,0.893,0.602,0.614,1,0,0.277,10,0,4,44
SHP_01379,2022-02-21,SUP_028,CUS_092,SUP_028->PRT_042->PRT_043->PRT_045->PRT_046->WH_057->CUS_092,7,16922.42,33,37,4,1,2153,349644.78,2,Machinery,0.4,0.1,0.5,3,3,0.5532,2.362,2.504,0.024865,0.015241,0.2824,0.291,0.61,0.718,0.799,0.789,0.49,0,0,0.069,2,0,1,8
SHP_01380,2024-06-14,SUP_010,CUS_085,SUP_010->PRT_050->PRT_045->PRT_046->WH_069->CUS_085,6,14920.22,30,35,5,1,566,62240.48,2,Electronics,0.7,0.3,0.6,2,4,0.7456,2.194,2.001,0.022543,0.013725,0.1928,0.837,0.401,0.968,0.657,0.648,0.541,0,0,0.09,6,4,2,24
SHP_01381,2023-01-04,SUP_017,CUS_126,SUP_017->PRT_051->WH_070->CUS_126,4,3013.4,5,5,0,0,1322,40611.57,2,Automotive,0.3,0.1,0.5,0,0,0.754,0.587,1.202,0.003356,0.009471,0.4582,0.391,0.206,0.542,0.773,0.873,0.35,0,0,0.133,1,2,1,1
SHP_01382,2024-01-27,SUP_026,CUS_080,SUP_026->PRT_054->PRT_042->PRT_043->PRT_046->WH_056->CUS_080,7,19144.96,35,41,6,1,2978,85820.56,2,Machinery,0.4,0.1,0.5,3,3,0.5282,1.868,2.556,0.017405,0.013511,0.201,0.721,0.803,0.99,0.969,0.773,0.421,0,0,0.326,1,5,1,4
SHP_01383,2024-05-21,SUP_005,CUS_101,SUP_005->PRT_040->PRT_044->PRT_047->WH_060->CUS_101,6,12535.0,24,30,6,1,2429,775444.71,1,Electronics,0.7,0.3,0.6,2,2,0.7258,1.975,1.788,0.018049,0.018835,0.2419,0.47,0.753,0.799,0.759,0.827,0.338,0,0,0.308,5,1,2,21
SHP_01384,2024-05-22,SUP_000,CUS_106,SUP_000->PRT_040->PRT_044->WH_060->CUS_106,5,11465.35,19,19,0,0,222,7852.57,2,Textiles,0.2,0.1,0.3,1,1,0.7401,1.19,1.324,0.021054,0.01837,0.3134,0.137,0.452,0.687,0.832,0.754,0.359,0,0,0.292,5,2,2,21
SHP_01385,2022-12-03,SUP_009,CUS_123,SUP_009->PRT_054->PRT_042->PRT_044->PRT_047->WH_062->CUS_123,7,13952.69,30,37,7,1,2451,248101.39,1,Automotive,0.3,0.1,0.5,3,3,0.5851,2.579,2.624,0.015711,0.019797,0.2932,0.402,0.633,0.707,0.94,0.66,0.943,1,0,0.318,12,5,4,48
SHP_01386,2023-09-29,SUP_026,CUS_116,SUP_026->PRT_054->PRT_042->PRT_043->PRT_045->WH_067->CUS_116,7,18864.7,34,38,4,1,2493,56486.93,2,Food,0.6,0.9,0.7,3,3,0.4554,2.023,2.921,0.021271,0.01503,0.201,0.595,0.437,0.99,0.969,0.773,0.761,0,0,0.341,9,4,3,39
SHP_01387,2023-01-17,SUP_005,CUS_095,SUP_005->PRT_040->PRT_045->WH_056->CUS_095,5,15231.16,26,26,0,0,2460,138840.59,1,Automotive,0.3,0.1,0.5,1,1,0.759,1.184,1.458,0.0239,0.012216,0.2419,1.0,0.302,0.799,0.759,0.827,0.269,0,0,0.262,1,1,1,3
SHP_01388,2022-04-27,SUP_010,CUS_108,SUP_010->PRT_054->PRT_042->PRT_044->PRT_047->WH_060->CUS_108,7,13943.66,30,35,5,1,605,285173.07,3,Pharmaceuticals,0.8,0.85,0.9,3,3,0.605,2.598,2.683,0.016559,0.019355,0.201,0.589,0.452,0.968,0.657,0.648,0.526,0,0,0.031,4,2,2,17
SHP_01389,2023-04-13,SUP_024,CUS_087,SUP_024->PRT_052->PRT_046->WH_057->CUS_087,5,11583.09,19,19,0,0,1468,290210.63,2,Food,0.6,0.9,0.7,1,1,0.7633,1.413,1.517,0.009524,0.008297,0.2142,0.3,0.401,0.878,0.847,0.805,0.502,0,0,0.339,4,3,2,15
SHP_01390,2023-12-08,SUP_023,CUS_096,SUP_023->PRT_052->PRT_045->PRT_046->WH_069->CUS_096,6,11000.77,23,29,6,1,990,57910.59,2,Raw Materials,0.1,0.05,0.2,2,2,0.6684,1.702,2.325,0.019328,0.011404,0.2142,0.41,0.562,0.82,0.876,0.755,1.004,1,0,0.215,12,4,4,49
SHP_01391,2023-10-27,SUP_025,CUS_118,SUP_025->PRT_054->PRT_042->PRT_043->PRT_045->WH_069->CUS_118,7,18957.61,33,38,5,1,427,23349.48,1,Textiles,0.2,0.1,0.3,3,3,0.5743,2.507,2.947,0.022857,0.01516,0.201,0.485,0.612,0.99,0.702,0.726,0.756,1,0,0.329,10,4,4,43
SHP_01392,2022-05-16,SUP_006,CUS_102,SUP_006->PRT_041->PRT_042->PRT_044->PRT_047->WH_061->CUS_102,7,16171.37,33,37,4,1,2821,1080533.42,2,Electronics,0.7,0.3,0.6,3,3,0.6262,2.053,2.426,0.019156,0.019543,0.4944,0.252,0.47,0.506,0.882,0.813,0.3,0,0,0.132,5,0,2,20
SHP_01393,2022-04-17,SUP_009,CUS_089,SUP_009->PRT_054->PRT_042->PRT_043->PRT_046->WH_057->CUS_089,7,18700.88,33,39,6,1,1118,119906.58,2,Pharmaceuticals,0.8,0.85,0.9,3,3,0.6218,2.088,2.524,0.016961,0.013727,0.2932,0.799,0.437,0.707,0.94,0.66,0.262,0,0,0.105,4,6,2,15
SHP_01394,2023-05-10,SUP_039,CUS_088,SUP_039->PRT_054->PRT_042->PRT_043->PRT_045->WH_057->CUS_088,7,19646.17,35,35,0,0,1691,100243.08,1,Raw Materials,0.1,0.05,0.2,3,5,0.6004,2.302,2.546,0.022413,0.015027,0.201,0.529,0.437,0.85,0.755,0.672,0.547,0,0,0.106,5,2,2,19
SHP_01395,2023-09-18,SUP_010,CUS_103,SUP_010->PRT_054->PRT_042->PRT_044->WH_061->CUS_103,6,13436.47,25,29,4,1,2699,418126.23,1,Pharmaceuticals,0.8,0.85,0.9,2,2,0.746,1.734,1.854,0.018566,0.019571,0.201,0.423,0.452,0.968,0.657,0.648,0.785,0,0,0.147,9,0,3,38
SHP_01396,2023-09-19,SUP_021,CUS_120,SUP_021->PRT_040->PRT_044->PRT_047->WH_062->CUS_120,6,11078.04,22,28,6,1,1365,106382.52,3,Electronics,0.7,0.3,0.6,2,2,0.6407,2.033,2.01,0.01706,0.018835,0.324,1.0,0.558,0.676,0.767,0.882,0.633,0,0,0.286,9,1,3,38
SHP_01397,2023-05-10,SUP_007,CUS_103,SUP_007->PRT_040->PRT_044->PRT_047->WH_061->CUS_103,6,11950.84,24,24,0,0,1674,156822.62,2,Raw Materials,0.1,0.05,0.2,2,2,0.7825,1.7,1.887,0.017802,0.018319,0.2419,0.42,0.452,0.836,0.861,0.911,0.495,0,0,0.149,5,2,2,19
